Name,Gender,Relationship,Age,City,Sector,Income,Needs,Expenses,Saving
Arjun Dev Goyal,Male,Married,21-25,Chandigarh,Private,1408293,704146,422487,281660
Kiran Devi Duggal,Female,Divorced,51-60,Meerut,Private,1197957,598978,359387,239592
Mohit Chandra Pandey,Male,Single,26-35,Ghaziabad,Public,741591,370795,222477,148319
Rakesh Kumar Bajaj,Male,Unmarried,21-25,Agra,Public,608877,304438,182663,121776
Shreya Rani Tandon,Female,Married,26-35,Dehradun,Government,381066,190533,114319,76214
Sunil Kumar Srivastava,Male,Unmarried,26-35,Prayagraj,Government,784890,392445,235467,156978
Rahul Lal Khanna,Male,Single,21-25,Gurgaon,Public,1018777,509388,305633,203756
Aaditya Prasad Suri,Male,Married,21-25,Kanpur,Private,1194763,597381,358428,238954
Pankaj Lal Aggarwal,Male,Unmarried,21-25,Gurgaon,Private,1237881,618940,371364,247577
Sandeep Dev Mathur,Male,Married,26-35,Ghaziabad,Government,1400113,700056,420033,280024
Aarav Narayan Mahajan,Male,Married,26-35,Agra,Government,1091576,545788,327472,218316
Aaditya Nath Seth,Male,Divorced,26-35,Jaipur,Government,1103883,551941,331164,220778
Preeti Shree Gupta,Female,Single,21-25,Bhopal,Public,1015889,507944,304766,203179
Pooja Devi Wadhwa,Female,Divorced,26-35,Varanasi,Public,375820,187910,112746,75164
Pranav Narayan Rawat,Male,Single,36-50,Bhopal,Government,1090748,545374,327224,218150
Geeta Shree Goyal,Female,Divorced,26-35,Lucknow,Business,646009,323004,193802,129203
Nikhil Narayan Kapoor,Male,Unmarried,26-35,Chandigarh,Government,1386951,693475,416085,277391
Abhishek Mohan Duggal,Male,Divorced,21-25,Varanasi,Business,657058,328529,197117,131412
Shubham Nath Srivastava,Male,Divorced,26-35,Ghaziabad,Government,440412,220206,132123,88083
Gaurav Lal Bhardwaj,Male,Married,21-25,Ghaziabad,Business,1460161,730080,438048,292033
Pallavi Rani Duggal,Female,Divorced,21-25,Bhopal,Private,1356774,678387,407032,271355
Aanchal Devi Verma,Female,Single,21-25,Agra,Business,1447761,723880,434328,289553
Pranav Chandra Jain,Male,Divorced,51-60,Patna,Business,735740,367870,220722,147148
Preeti Shree Luthra,Female,Unmarried,51-60,Aligarh,Government,454055,227027,136216,90812
Aashi Kumari Mahajan,Female,Unmarried,21-25,Dehradun,Government,1170685,585342,351205,234138
Shubham Narayan Rawat,Male,Unmarried,51-60,Prayagraj,Government,1278041,639020,383412,255609
Aaditya Prasad Arora,Male,Divorced,21-25,Jaipur,Private,1451957,725978,435587,290392
Karan Kumar Pandey,Male,Unmarried,21-25,Lucknow,Government,387518,193759,116255,77504
Naveen Mohan Mehra,Male,Married,51-60,Kanpur,Public,459154,229577,137746,91831
Abhishek Kumar Duggal,Male,Divorced,21-25,Kanpur,Business,432969,216484,129890,86595
Sunita Rani Rawat,Female,Married,36-50,Ranchi,Private,1382716,691358,414814,276544
Gaurav Nath Sharma,Male,Unmarried,26-35,Ranchi,Private,482353,241176,144705,96472
Varun Narayan Wadhwa,Male,Single,36-50,Kanpur,Private,1467675,733837,440302,293536
Hemant Nath Chhabra,Male,Unmarried,26-35,Ranchi,Private,784557,392278,235367,156912
Aakarsh Chandra Singh,Male,Married,21-25,Gurgaon,Business,1037810,518905,311343,207562
Pranav Dev Agarwal,Male,Married,51-60,Indore,Business,871816,435908,261544,174364
Yash Dev Mishra,Male,Single,51-60,Dehradun,Business,842252,421126,252675,168451
Gaurav Chandra Yadav,Male,Divorced,21-25,Noida,Public,912593,456296,273777,182520
Kavita Shree Malhotra,Female,Married,51-60,Prayagraj,Public,714274,357137,214282,142855
Kapil Mohan Srivastava,Male,Unmarried,51-60,Indore,Business,1212120,606060,363636,242424
Rajesh Chandra Verma,Male,Single,36-50,Chandigarh,Private,1116519,558259,334955,223305
Aarohi Rani Bhatia,Female,Divorced,36-50,Noida,Government,1481754,740877,444526,296351
Neha Kumari Srivastava,Female,Divorced,21-25,Noida,Private,1398159,699079,419447,279633
Aaditya Chandra Verma,Male,Divorced,26-35,Gurgaon,Government,592366,296183,177709,118474
Sunita Devi Chhabra,Female,Married,21-25,Dehradun,Private,826098,413049,247829,165220
Ajay Nath Srivastava,Male,Unmarried,21-25,Indore,Public,789306,546998,186271,56037
Vandana Rani Sharma,Female,Married,21-25,Gurgaon,Government,1231903,615951,369570,246382
Kajal Shree Verma,Female,Married,51-60,Delhi,Government,524894,262447,157468,104979
Madhu Bala Aggarwal,Female,Unmarried,36-50,Kanpur,Government,769212,384606,230763,153843
Vivek Chandra Seth,Male,Unmarried,26-35,Bhopal,Government,1261797,630898,378539,252360
Rachna Rani Gupta,Female,Single,51-60,Jaipur,Private,784251,392125,235275,156851
Harsh Chandra Thakur,Male,Divorced,26-35,Varanasi,Government,1160191,580095,348057,232039
Saurabh Mohan Mathur,Male,Single,36-50,Noida,Private,1145114,572557,343534,229023
Rahul Prasad Agarwal,Male,Single,21-25,Ghaziabad,Public,749090,374545,224727,149818
Sumit Prasad Agarwal,Male,Divorced,21-25,Dehradun,Business,529757,264878,158927,105952
Mukesh Prasad Agarwal,Male,Married,21-25,Chandigarh,Government,1325407,662703,397622,265082
Rohit Mohan Joshi,Male,Single,21-25,Delhi,Government,1109124,554562,332737,221825
Aarushi Kumari Saxena,Female,Divorced,51-60,Varanasi,Business,1047753,523876,314325,209552
Meenal Kumari Sharma,Female,Divorced,26-35,Indore,Business,679877,339938,203963,135976
Payal Bala Thakur,Female,Divorced,51-60,Varanasi,Business,532511,266255,159753,106503
Pankaj Lal Chhabra,Male,Married,21-25,Varanasi,Government,731931,365965,219579,146387
Hemant Nath Bhatia,Male,Unmarried,51-60,Agra,Government,664724,332362,199417,132945
Kapil Mohan Jain,Male,Divorced,51-60,Chandigarh,Public,463922,231961,139176,92785
Rohit Kumar Mathur,Male,Unmarried,36-50,Kanpur,Private,395512,197756,118653,79103
Aadarsh Dev Rawat,Male,Divorced,51-60,Ranchi,Business,1118254,559127,335476,223651
Mahesh Dev Agarwal,Male,Married,21-25,Indore,Public,520190,260095,156057,104038
Kiran Devi Mehra,Female,Divorced,36-50,Prayagraj,Private,529201,264600,158760,105841
Priya Kumari Tripathi,Female,Divorced,51-60,Indore,Private,619494,309747,185848,123899
Aastha Rani Jain,Female,Single,36-50,Meerut,Public,1175785,587892,352735,235158
Ajay Prasad Chopra,Male,Single,51-60,Aligarh,Private,1446053,723026,433815,289212
Sumit Chandra Luthra,Male,Divorced,21-25,Chandigarh,Government,556849,278424,167054,111371
Sandeep Dev Joshi,Male,Single,36-50,Kanpur,Business,546327,273163,163898,109266
Aadarsh Nath Wadhwa,Male,Unmarried,36-50,Meerut,Business,593289,296644,177986,118659
Ajay Lal Mahajan,Male,Married,51-60,Ranchi,Private,1113910,556955,334173,222782
Alok Kumar Rawat,Male,Unmarried,51-60,Ghaziabad,Public,505950,252975,151785,101190
Geeta Rani Goel,Female,Single,21-25,Patna,Public,903014,451507,270904,180603
Hemant Mohan Saxena,Male,Married,36-50,Noida,Business,1023555,511777,307066,204712
Ritesh Lal Goel,Male,Single,26-35,Jaipur,Government,1347376,673688,404212,269476
Aaditya Dev Srivastava,Male,Single,51-60,Bhopal,Government,606368,303184,181910,121274
Ajay Chandra Goel,Male,Single,51-60,Gurgaon,Private,1317849,658924,395354,263571
Jyoti Devi Chhabra,Female,Single,21-25,Lucknow,Public,427114,213557,128134,85423
Anurag Chandra Srivastava,Male,Unmarried,21-25,Meerut,Government,797148,398574,239144,159430
Saurabh Kumar Bansal,Male,Unmarried,21-25,Varanasi,Business,1304365,652182,391309,260874
Varun Chandra Yadav,Male,Divorced,36-50,Patna,Business,1335931,667965,400779,267187
Priya Rani Tandon,Female,Single,21-25,Ghaziabad,Business,375617,187808,112685,75124
Yash Kumar Mishra,Male,Unmarried,51-60,Noida,Public,959787,479893,287936,191958
Aashi Shree Agarwal,Female,Married,21-25,Gurgaon,Public,661537,330768,198461,132308
Shruti Shree Pandey,Female,Unmarried,36-50,Kanpur,Business,937537,468768,281261,187508
Amit Chandra Jain,Male,Single,36-50,Agra,Business,496206,248103,148861,99242
Anurag Kumar Tandon,Male,Divorced,51-60,Lucknow,Business,961616,480808,288484,192324
Amit Nath Joshi,Male,Unmarried,26-35,Varanasi,Government,1457651,728825,437295,291531
Mukesh Nath Verma,Male,Married,26-35,Ghaziabad,Government,1242188,621094,372656,248438
Sachin Prasad Gupta,Male,Married,51-60,Noida,Private,1236527,618263,370958,247306
Ajeet Narayan Saxena,Male,Married,21-25,Chandigarh,Private,1437414,718707,431224,287483
Aakarsh Nath Mathur,Male,Married,51-60,Bhopal,Business,849260,424630,254778,169852
Nikhil Chandra Mehra,Male,Single,51-60,Dehradun,Public,657992,328996,197397,131599
Pankaj Kumar Malhotra,Male,Married,26-35,Varanasi,Government,889220,444610,266766,177844
Sandeep Lal Mehra,Male,Married,36-50,Delhi,Public,1258392,629196,377517,251679
Rekha Shree Sharma,Female,Married,36-50,Gurgaon,Government,420742,210371,126222,84149
Shreya Devi Bhatia,Female,Divorced,21-25,Varanasi,Business,797101,398550,239130,159421
Namrata Kumari Chauhan,Female,Unmarried,21-25,Delhi,Public,1241901,620950,372570,248381
Siddharth Nath Khanna,Male,Single,51-60,Aligarh,Public,1489428,744714,446828,297886
Ajay Narayan Suri,Male,Divorced,51-60,Noida,Government,1023667,728598,245081,49988
Vikas Narayan Khanna,Male,Unmarried,21-25,Jaipur,Government,1454964,727482,436489,290993
Aarav Mohan Bhardwaj,Male,Married,36-50,Agra,Business,1026773,513386,308031,205356
Aditya Prasad Kapoor,Male,Unmarried,26-35,Jaipur,Private,1395030,697515,418509,279006
Rashmi Bala Mittal,Female,Divorced,26-35,Patna,Public,1128293,564146,338487,225660
Rachna Kumari Agarwal,Female,Single,51-60,Meerut,Business,422201,211100,126660,84441
Aarav Kumar Duggal,Male,Married,26-35,Ghaziabad,Public,677652,483175,130587,63890
Isha Rani Gupta,Female,Single,36-50,Delhi,Private,1020606,510303,306181,204122
Kusum Rani Mittal,Female,Single,21-25,Gurgaon,Business,1343564,671782,403069,268713
Ritesh Narayan Singh,Male,Divorced,36-50,Delhi,Business,1184306,592153,355291,236862
Kiran Shree Seth,Female,Single,36-50,Indore,Government,704737,352368,211421,140948
Aakarsh Kumar Goyal,Male,Divorced,26-35,Meerut,Government,1084214,542107,325264,216843
Ishita Rani Chauhan,Female,Married,51-60,Lucknow,Public,1462827,731413,438848,292566
Rakesh Mohan Tandon,Male,Single,51-60,Prayagraj,Private,1185128,592564,355538,237026
Kiran Bala Wadhwa,Female,Single,51-60,Gurgaon,Government,954021,477010,286206,190805
Saurabh Nath Sharma,Male,Married,21-25,Bhopal,Private,1076305,538152,322891,215262
Aastha Devi Suri,Female,Single,21-25,Bhopal,Private,1373342,965589,274647,133106
Pallavi Shree Thakur,Female,Single,26-35,Gurgaon,Public,536709,268354,161012,107343
Payal Shree Verma,Female,Unmarried,26-35,Kanpur,Private,1046751,523375,314025,209351
Pankaj Lal Negi,Male,Single,26-35,Chandigarh,Public,856287,615290,179424,61573
Pranav Nath Kapoor,Male,Divorced,26-35,Indore,Government,1369311,684655,410793,273863
Naveen Mohan Agarwal,Male,Married,51-60,Gurgaon,Public,799188,399594,239756,159838
Shreya Kumari Mathur,Female,Divorced,21-25,Jaipur,Government,716714,358357,215014,143343
Aakanksha Bala Khanna,Female,Married,26-35,Agra,Public,747367,373683,224210,149474
Rajesh Nath Arora,Male,Unmarried,26-35,Chandigarh,Public,745583,372791,223674,149118
Vivek Kumar Chauhan,Male,Divorced,36-50,Kanpur,Government,837636,418818,251290,167528
Pooja Devi Mehra,Female,Unmarried,21-25,Jaipur,Private,999107,499553,299732,199822
Jyoti Rani Mishra,Female,Divorced,26-35,Agra,Business,422742,211371,126822,84549
Monika Devi Singh,Female,Married,51-60,Ghaziabad,Business,584741,292370,175422,116949
Suman Kumari Thakur,Female,Married,21-25,Chandigarh,Private,650886,325443,195265,130178
Akhil Nath Goyal,Male,Unmarried,21-25,Indore,Business,1042075,521037,312622,208416
Monika Shree Rawat,Female,Divorced,51-60,Varanasi,Public,1497976,748988,449392,299596
Rajesh Lal Goel,Male,Unmarried,51-60,Prayagraj,Public,969463,484731,290838,193894
Isha Bala Bhardwaj,Female,Divorced,26-35,Varanasi,Government,1080303,540151,324090,216062
Vikas Narayan Agarwal,Male,Single,26-35,Lucknow,Government,1235575,617787,370672,247116
Ajeet Mohan Kapoor,Male,Married,21-25,Gurgaon,Government,851960,425980,255588,170392
Simran Shree Srivastava,Female,Unmarried,21-25,Gurgaon,Government,852015,426007,255604,170404
Megha Rani Singh,Female,Married,26-35,Indore,Government,1347036,673518,404110,269408
Pranav Dev Chauhan,Male,Married,51-60,Jaipur,Business,723544,361772,217063,144709
Shalini Rani Arora,Female,Unmarried,26-35,Lucknow,Private,567238,283619,170171,113448
Yash Chandra Wadhwa,Male,Unmarried,26-35,Noida,Public,730339,365169,219101,146069
Namrata Devi Sharma,Female,Married,51-60,Noida,Business,872759,436379,261827,174553
Ravi Prasad Bansal,Male,Single,26-35,Agra,Government,784528,392264,235358,156906
Ankit Lal Luthra,Male,Married,51-60,Meerut,Private,1454762,727381,436428,290953
Gaurav Narayan Thakur,Male,Unmarried,21-25,Varanasi,Government,1356056,678028,406816,271212
Aadarsh Mohan Kapoor,Male,Unmarried,26-35,Bhopal,Government,1239718,619859,371915,247944
Shubham Chandra Goyal,Male,Single,26-35,Ranchi,Government,1431846,715923,429553,286370
Simran Bala Goel,Female,Single,26-35,Ghaziabad,Public,1130929,565464,339278,226187
Dinesh Nath Chauhan,Male,Married,36-50,Aligarh,Private,1489710,744855,446913,297942
Radhika Kumari Luthra,Female,Single,26-35,Ranchi,Business,1483116,741558,444934,296624
Aditi Shree Wadhwa,Female,Unmarried,21-25,Gurgaon,Private,1267862,633931,380358,253573
Dinesh Chandra Sharma,Male,Divorced,21-25,Jaipur,Business,788022,394011,236406,157605
Arjun Chandra Mishra,Male,Unmarried,36-50,Indore,Business,1179818,589909,353945,235964
Saurabh Chandra Mahajan,Male,Single,51-60,Agra,Government,997152,498576,299145,199431
Neha Devi Mahajan,Female,Married,26-35,Indore,Business,382537,191268,114761,76508
Harsh Nath Aggarwal,Male,Unmarried,26-35,Jaipur,Government,1414735,707367,424420,282948
Ritesh Lal Suri,Male,Single,26-35,Varanasi,Business,610715,305357,183214,122144
Aditya Dev Bansal,Male,Unmarried,36-50,Agra,Public,471548,235774,141464,94310
Gaurav Dev Saxena,Male,Married,51-60,Indore,Private,698064,349032,209419,139613
Mahesh Prasad Malhotra,Male,Single,36-50,Patna,Business,1324120,915943,285779,122398
Shreya Rani Mehra,Female,Married,26-35,Prayagraj,Government,560375,280187,168112,112076
Anjali Rani Srivastava,Female,Single,51-60,Patna,Public,1285850,642925,385755,257170
Namrata Shree Wadhwa,Female,Single,51-60,Prayagraj,Private,1384772,692386,415431,276955
Rashmi Kumari Agarwal,Female,Single,21-25,Patna,Government,540024,270012,162007,108005
Aditi Shree Thakur,Female,Married,36-50,Varanasi,Government,568842,284421,170652,113769
Ajeet Chandra Kapoor,Male,Divorced,26-35,Gurgaon,Private,863598,431799,259079,172720
Pooja Bala Luthra,Female,Single,26-35,Agra,Public,886102,443051,265830,177221
Suman Rani Singh,Female,Divorced,21-25,Prayagraj,Public,511845,255922,153553,102370
Kiran Shree Wadhwa,Female,Single,51-60,Gurgaon,Private,792934,396467,237880,158587
Ritesh Mohan Pandey,Male,Single,36-50,Indore,Private,456629,228314,136988,91327
Megha Devi Arora,Female,Divorced,26-35,Gurgaon,Public,444547,318390,97232,28925
Pooja Kumari Wadhwa,Female,Married,51-60,Dehradun,Private,732755,366377,219826,146552
Vivek Prasad Malhotra,Male,Divorced,36-50,Agra,Private,976113,488056,292833,195224
Radhika Devi Chopra,Female,Married,36-50,Noida,Public,659185,329592,197755,131838
Shruti Rani Bansal,Female,Unmarried,21-25,Chandigarh,Private,1038862,519431,311658,207773
Madhu Kumari Malhotra,Female,Divorced,21-25,Lucknow,Government,1156543,578271,346962,231310
Aakanksha Rani Chhabra,Female,Unmarried,21-25,Indore,Public,1294339,647169,388301,258869
Ankit Kumar Tripathi,Male,Unmarried,36-50,Chandigarh,Government,397592,198796,119277,79519
Varun Lal Verma,Male,Single,51-60,Aligarh,Business,1476400,738200,442920,295280
Kapil Prasad Seth,Male,Married,51-60,Chandigarh,Public,932335,648143,206157,78035
Mukesh Lal Rawat,Male,Single,51-60,Jaipur,Business,1479587,739793,443876,295918
Suman Bala Gupta,Female,Single,36-50,Jaipur,Government,738916,369458,221674,147784
Ritesh Nath Wadhwa,Male,Single,36-50,Chandigarh,Public,1108252,554126,332475,221651
Aaditya Chandra Tripathi,Male,Married,21-25,Kanpur,Government,1365745,682872,409723,273150
Ajay Prasad Tandon,Male,Divorced,51-60,Chandigarh,Private,595457,297728,178637,119092
Sachin Narayan Chopra,Male,Single,21-25,Varanasi,Business,424312,212156,127293,84863
Aarushi Shree Kapoor,Female,Married,21-25,Indore,Government,514497,257248,154349,102900
Vivek Narayan Bhardwaj,Male,Divorced,21-25,Ghaziabad,Business,1162853,581426,348855,232572
Madhu Devi Mishra,Female,Divorced,36-50,Dehradun,Business,919940,459970,275982,183988
Deepika Rani Agarwal,Female,Single,21-25,Noida,Business,361654,248448,85603,27603
Pankaj Prasad Aggarwal,Male,Single,36-50,Patna,Business,428454,214227,128536,85691
Neha Shree Wadhwa,Female,Married,51-60,Bhopal,Private,1102426,551213,330727,220486
Ananya Bala Sharma,Female,Divorced,36-50,Kanpur,Business,970108,485054,291032,194022
Aakarsh Dev Srivastava,Male,Single,36-50,Aligarh,Private,1202047,601023,360614,240410
Simran Rani Chauhan,Female,Divorced,51-60,Lucknow,Business,941441,470720,282432,188289
Meenal Rani Tripathi,Female,Divorced,21-25,Ghaziabad,Private,1280051,640025,384015,256011
Sandeep Kumar Bhatia,Male,Single,51-60,Chandigarh,Government,1462212,731106,438663,292443
Ravi Kumar Bhatia,Male,Single,26-35,Gurgaon,Public,537017,268508,161105,107404
Aarohi Devi Sharma,Female,Unmarried,36-50,Noida,Government,1090093,545046,327027,218020
Arjun Prasad Verma,Male,Married,21-25,Dehradun,Private,1122036,561018,336610,224408
Mukesh Lal Duggal,Male,Married,21-25,Ranchi,Government,578273,289136,173481,115656
Rohit Dev Negi,Male,Married,21-25,Patna,Business,1392827,696413,417848,278566
Rajesh Kumar Thakur,Male,Divorced,51-60,Prayagraj,Government,1358787,679393,407636,271758
Swati Kumari Agarwal,Female,Unmarried,26-35,Varanasi,Government,433612,216806,130083,86723
Hemant Narayan Tripathi,Male,Divorced,51-60,Noida,Private,1311683,655841,393504,262338
Shalini Kumari Chhabra,Female,Married,51-60,Gurgaon,Public,1109633,554816,332889,221928
Kapil Prasad Luthra,Male,Married,36-50,Jaipur,Public,1419328,973859,327509,117960
Mohit Narayan Saxena,Male,Married,36-50,Meerut,Private,1229588,614794,368876,245918
Naveen Chandra Arora,Male,Married,21-25,Aligarh,Private,877004,438502,263101,175401
Isha Bala Khanna,Female,Single,21-25,Varanasi,Public,738435,369217,221530,147688
Mahesh Mohan Kapoor,Male,Married,36-50,Agra,Private,616328,439954,132281,44093
Isha Bala Wadhwa,Female,Married,21-25,Jaipur,Business,1309569,654784,392870,261915
Nidhi Rani Mishra,Female,Married,21-25,Delhi,Business,1462062,731031,438618,292413
Anjali Rani Saxena,Female,Married,36-50,Bhopal,Private,1156331,578165,346899,231267
Nikhil Narayan Malhotra,Male,Married,51-60,Aligarh,Government,674360,337180,202308,134872
Rahul Lal Mahajan,Male,Unmarried,51-60,Bhopal,Public,1349483,674741,404844,269898
Swati Shree Agarwal,Female,Married,51-60,Prayagraj,Public,1226739,856201,280250,90288
Vandana Kumari Goel,Female,Single,36-50,Varanasi,Business,1463862,731931,439158,292773
Naresh Mohan Joshi,Male,Married,21-25,Gurgaon,Public,660411,330205,198123,132083
Deepak Prasad Sharma,Male,Divorced,26-35,Aligarh,Public,607151,303575,182145,121431
Rashmi Shree Jain,Female,Divorced,51-60,Ranchi,Public,993010,496505,297903,198602
Kusum Kumari Malhotra,Female,Divorced,21-25,Ghaziabad,Government,1241505,620752,372451,248302
Pallavi Shree Negi,Female,Married,26-35,Bhopal,Business,747885,373942,224365,149578
Rashmi Bala Bajaj,Female,Married,26-35,Gurgaon,Public,614617,307308,184385,122924
Amit Chandra Chauhan,Male,Divorced,21-25,Meerut,Business,1262740,631370,378822,252548
Gaurav Chandra Negi,Male,Divorced,36-50,Gurgaon,Government,1231769,615884,369530,246355
Shreya Bala Bhardwaj,Female,Divorced,26-35,Patna,Public,1135945,567972,340783,227190
Anurag Lal Mathur,Male,Married,36-50,Ranchi,Public,447324,223662,134197,89465
Siddharth Narayan Malhotra,Male,Single,36-50,Noida,Business,1359397,679698,407819,271880
Sanjay Lal Goel,Male,Divorced,21-25,Lucknow,Business,1294308,647154,388292,258862
Aarushi Shree Rawat,Female,Single,36-50,Indore,Business,388318,273973,98269,16076
Ajeet Prasad Arora,Male,Married,21-25,Aligarh,Business,886970,443485,266091,177394
Saurabh Lal Mehra,Male,Married,26-35,Indore,Public,1311105,655552,393331,262222
Kapil Prasad Mehra,Male,Divorced,36-50,Jaipur,Business,803969,401984,241190,160795
Hemant Lal Tripathi,Male,Married,36-50,Agra,Public,1098550,549275,329565,219710
Aarushi Devi Tandon,Female,Unmarried,26-35,Chandigarh,Business,1209833,604916,362949,241968
Aarohi Shree Goel,Female,Single,36-50,Delhi,Business,735339,367669,220601,147069
Mukesh Mohan Luthra,Male,Single,51-60,Kanpur,Public,802599,401299,240779,160521
Rakesh Dev Bansal,Male,Unmarried,26-35,Agra,Public,1335974,667987,400792,267195
Megha Devi Goyal,Female,Divorced,21-25,Aligarh,Business,1035736,517868,310720,207148
Siddharth Lal Khanna,Male,Divorced,51-60,Delhi,Private,680492,340246,204147,136099
Deepak Nath Negi,Male,Divorced,21-25,Kanpur,Public,1209304,604652,362791,241861
Aanchal Kumari Mahajan,Female,Married,36-50,Aligarh,Private,1262636,631318,378790,252528
Swati Bala Saxena,Female,Unmarried,36-50,Noida,Government,948675,474337,284602,189736
Radhika Rani Joshi,Female,Divorced,21-25,Patna,Business,1360714,680357,408214,272143
Sachin Nath Kapoor,Male,Divorced,51-60,Ranchi,Business,819624,409812,245887,163925
Rajesh Dev Malhotra,Male,Married,51-60,Gurgaon,Public,642692,321346,192807,128539
Pooja Bala Wadhwa,Female,Single,21-25,Bhopal,Private,953825,673582,193623,86620
Manish Mohan Singh,Male,Married,21-25,Agra,Private,1248266,624133,374479,249654
Sandeep Narayan Goel,Male,Unmarried,36-50,Noida,Government,1069548,534774,320864,213910
Pankhuri Devi Sharma,Female,Single,36-50,Patna,Public,1164108,582054,349232,232822
Sunil Lal Chauhan,Male,Single,51-60,Meerut,Private,1461831,730915,438549,292367
Sunil Narayan Bhardwaj,Male,Single,51-60,Noida,Government,786542,393271,235962,157309
Vinod Chandra Bansal,Male,Single,26-35,Prayagraj,Business,1448668,724334,434600,289734
Babita Shree Saxena,Female,Unmarried,26-35,Agra,Business,388551,194275,116565,77711
Saurabh Chandra Pandey,Male,Unmarried,51-60,Kanpur,Business,835906,417953,250771,167182
Aadarsh Nath Mehra,Male,Single,21-25,Ghaziabad,Public,940152,470076,282045,188031
Hemant Kumar Rawat,Male,Single,21-25,Kanpur,Business,1089158,544579,326747,217832
Rahul Chandra Sharma,Male,Married,21-25,Varanasi,Government,1231915,615957,369574,246384
Naresh Lal Gupta,Male,Unmarried,51-60,Gurgaon,Business,574350,287175,172305,114870
Pankhuri Kumari Agarwal,Female,Married,36-50,Gurgaon,Government,1261518,630759,378455,252304
Dinesh Dev Mehra,Male,Single,26-35,Varanasi,Government,654265,327132,196279,130854
Aditya Dev Mathur,Male,Divorced,51-60,Patna,Business,1120576,560288,336172,224116
Ritesh Dev Yadav,Male,Unmarried,36-50,Prayagraj,Private,673345,336672,202003,134670
Vandana Bala Pandey,Female,Married,36-50,Kanpur,Business,1360137,680068,408041,272028
Hemant Nath Khanna,Male,Unmarried,51-60,Agra,Private,1157209,578604,347162,231443
Kapil Nath Bansal,Male,Married,21-25,Varanasi,Government,992758,496379,297827,198552
Megha Shree Goyal,Female,Divorced,51-60,Lucknow,Government,726041,363020,217812,145209
Aarushi Devi Gupta,Female,Unmarried,21-25,Bhopal,Private,1301999,650999,390599,260401
Ajay Narayan Singh,Male,Single,36-50,Indore,Private,1100256,550128,330076,220052
Pankaj Chandra Verma,Male,Divorced,51-60,Lucknow,Business,681225,340612,204367,136246
Pankaj Nath Mahajan,Male,Unmarried,51-60,Lucknow,Public,990119,495059,297035,198025
Shreya Shree Mahajan,Female,Divorced,26-35,Meerut,Business,1317556,658778,395266,263512
Hemant Narayan Srivastava,Male,Unmarried,51-60,Ranchi,Private,516216,258108,154864,103244
Yash Kumar Khanna,Male,Divorced,51-60,Jaipur,Public,1412051,706025,423615,282411
Ajay Narayan Goel,Male,Divorced,21-25,Noida,Business,1479052,739526,443715,295811
Alok Narayan Mishra,Male,Divorced,51-60,Kanpur,Public,387773,193886,116331,77556
Vandana Bala Tripathi,Female,Married,26-35,Dehradun,Government,1148801,574400,344640,229761
Ajeet Prasad Mahajan,Male,Divorced,26-35,Ghaziabad,Government,1014259,507129,304277,202853
Gaurav Chandra Bajaj,Male,Single,36-50,Delhi,Business,645122,322561,193536,129025
Ashish Chandra Kapoor,Male,Single,51-60,Gurgaon,Government,512514,365605,111133,35776
Sunil Kumar Goel,Male,Married,26-35,Varanasi,Public,632383,316191,189714,126478
Aditi Kumari Aggarwal,Female,Unmarried,51-60,Indore,Public,467920,233960,140376,93584
Kiran Rani Arora,Female,Single,36-50,Bhopal,Private,1459621,729810,437886,291925
Vinod Lal Seth,Male,Married,21-25,Ghaziabad,Private,1099951,549975,329985,219991
Aadarsh Lal Thakur,Male,Unmarried,21-25,Ghaziabad,Government,1126012,563006,337803,225203
Varun Lal Jain,Male,Married,36-50,Indore,Public,588661,294330,176598,117733
Saurabh Narayan Sharma,Male,Unmarried,21-25,Varanasi,Public,1278871,639435,383661,255775
Rohit Kumar Suri,Male,Single,21-25,Ranchi,Business,470663,235331,141198,94134
Ajeet Narayan Mittal,Male,Single,51-60,Indore,Public,749629,515406,161062,73161
Aakarsh Lal Kapoor,Male,Divorced,26-35,Delhi,Private,408235,204117,122470,81648
Yash Mohan Sharma,Male,Divorced,26-35,Ranchi,Private,567377,283688,170213,113476
Ananya Shree Bhatia,Female,Divorced,21-25,Ghaziabad,Government,845029,422514,253508,169007
Aakanksha Devi Negi,Female,Married,26-35,Patna,Private,554905,277452,166471,110982
Alok Lal Kapoor,Male,Unmarried,26-35,Jaipur,Government,510954,255477,153286,102191
Vivek Lal Rawat,Male,Divorced,21-25,Prayagraj,Public,350180,175090,105054,70036
Rekha Shree Suri,Female,Married,51-60,Bhopal,Government,1051789,525894,315536,210359
Anjali Kumari Chopra,Female,Married,21-25,Jaipur,Private,708761,354380,212628,141753
Ishita Kumari Bajaj,Female,Single,36-50,Agra,Government,1065949,532974,319784,213191
Vikas Lal Pandey,Male,Single,21-25,Dehradun,Business,484520,242260,145356,96904
Amit Nath Gupta,Male,Single,36-50,Varanasi,Government,460292,230146,138087,92059
Swati Shree Negi,Female,Married,51-60,Noida,Private,585941,292970,175782,117189
Nidhi Devi Bansal,Female,Divorced,26-35,Jaipur,Public,1360657,680328,408197,272132
Anurag Prasad Bhardwaj,Male,Divorced,51-60,Noida,Business,1366562,683281,409968,273313
Aakarsh Dev Saxena,Male,Married,51-60,Lucknow,Business,888272,444136,266481,177655
Aanchal Shree Thakur,Female,Married,21-25,Jaipur,Private,1340264,670132,402079,268053
